key;title;year;month;day;journal;issn;volume;issue;pages;authors;url;language;publisher;location;abstract;notes;doi;keywords;pubmed_id;pmc_id;PDF files;[]
rayyan-146535413;The impacts of Abecedarian and Head Start on educational attainment: Reasoning about unobserved mechanisms from temporal patterns of indirect effects;2023;;;EARLY CHILDHOOD RESEARCH QUARTERLY;;65;;261-274;Pages, Remy and Bailey, Drew H. and Duncan, Greg J.;;English;;;Mechanisms translating initial impacts of early childhood education (ECE) programs into longer-term effects are poorly understood. This article posits that the temporality of unobserved mediated effects are integral to our understanding of the pathways underlying ECE programs' long-term impacts. Leveraging panel data, we examined the patterns of indirect effects from two ECE programs on educational attainment via bundled mediators measured at age 8 or 10, 12, and 15 (the Abecedarian Project: N =107;;;;;;;
rayyan-146535414;Social, Emotional, and Behavioral Skills: Age and Gender Differences at 12 to 19 Years Old;2023;6;;JOURNAL OF INTELLIGENCE;;11;6;;Feraco, Tommaso and Meneghetti, Chiara;;English;;;Individuals use social, emotional, and behavioral (SEB) skills to build and maintain social relationships, regulate emotions, and manage goal-directed behaviors. A promising integrative framework of SEB skills was recently proposed, showing that they matter for positive outcomes during adolescence. Nothing is known about how and whether they differ between 12 and 19 years old and whether such differences depend on gender (males or females). Uncovering their age trajectories is fundamental because SEB skills are highly needed during this period of life. Educators, psychologists, and policymakers need to understand when, why, and how interventions concerning SEB skills should be proposed, potentially considering male and female profiles. To cover this gap, we cross-sectionally analyzed data from 4106 participants (2215 females, 12-19 years old). We highlighted age and gender differences in the five domains of SEB skills (self-management, innovation, cooperation, social engagement, and emotional resilience). Our results show that each SEB skill follows a specific age trend: emotional resilience and cooperation skills increase naturally between 12 and 19 years old, while innovation, social engagement, and self-management skills decline, especially between 12 and 16 years old, and grow later. The trajectories of self-management, social engagement, and emotional resilience skills also differ between males and females. Importantly, we detected declines in SEB skills (especially for social engagement and innovation skills) that can inform policies and interventions to sustain SEB skills in youths to favor their well-being and success in this crucial period.;;10.3390/jintelligence11060118;;;;;
rayyan-146535415;Reconciling Hard Skills and Soft Skills in a Common Framework: The Generic Skills Component Approach;2023;6;;JOURNAL OF INTELLIGENCE;;11;6;;Lamri, Jeremy and Lubart, Todd;;English;;;The distinction between hard and soft skills has long been a topic of debate in the field of psychology, with hard skills referring to technical or practical abilities, and soft skills relating to interpersonal capabilities. This paper explores the generic composition of any skill, proposing a unified framework that consists of five distinct components: knowledge, active cognition, conation, affection, and sensory-motor abilities. Building upon previous research and theories, such as Hilgard's ``Trilogy of Mind{''}, the generic skill components approach aims to provide a comprehensive understanding of the structure and composition of any skill, whether hard or soft. By examining these components and their interactions, we can gain a more in-depth understanding of the nature of skills and their development. This approach has several potential applications and implications for various fields, including education, training, and workplace productivity. Further research is needed to refine and expand upon the generic skill components theory, exploring the interactions between the different components, as well as the impact of contextual factors on skill development and use.;;10.3390/jintelligence11060107;;;;;
rayyan-146535417;What I Do and What I Can Do: Testing the convergence and incremental validity of social, emotional, and behavioral skills vs. traits for predicting academic success;2023;6;;JOURNAL OF RESEARCH IN PERSONALITY;;104;;;Soto, Christopher J. and Napolitano, Christopher M. and Sewell, Madison N. and Yoon, Hee Jun and Murano, Dana and Casillas, Alex and Roberts, Brent W.;;English;;;The present research examined relations between social, emotional, and behavioral (SEB) skills, personality traits, and academic success in a sample of adolescents (N = 975). Results indicated that both skills and traits robustly predicted school grades, educational aspirations, and performance on a standardized achievement test, even after accounting for demographic characteristics. Moreover, skills and traits were often interchangeable: when assessed using the same cognitive, affective, and behavioral referents, they converged strongly and did not provide incremental validity over each other for predicting most outcomes. However, skills provided some in-cremental validity beyond traits for predicting standardized test performance. Taken together, these findings highlight the importance of SEB skills and personality traits for predicting and understanding academic success.;;10.1016/j.jrp.2023.104382;;;;;
rayyan-146535418;Life events sometimes alter the trajectory of personality development: Effect sizes for 25 life events estimated using a large, frequently assessed sample;2024;2;;JOURNAL OF PERSONALITY;;92;1;130-146;Dugan, Keely A. and Vogt, Randi L. and Zheng, Anqing and Gillath, Omri and Deboeck, Pascal R. and Fraley, R. Chris and Briley, D. A.;;English;;;Objective: Personality changes across the life span. Life events, such as marriage, becoming a parent, and retirement, have been proposed as facilitating personality growth via the adoption of novel social roles. However, empirical evidence linking life events with personality development is sparse. Most studies have relied on few assessments separated by long time intervals and have focused on a single life event. In contrast, the content of life is composed of small, recurrent experiences (e.g., getting sick or practicing a hobby), with relatively few major events (e.g., childbirth). Small, frequently experienced life events may play an important and overlooked role in personality development.Method: The present study examined the extent to which 25 major and minor life events alter the trajectory of personality development in a large, frequently assessed sample (N-sample = 4904, N-assessments = 47,814, median retest interval = 35 days).Results: Using a flexible analytic strategy to accommodate the repeated occurrence of life events, we found that the trajectory of personality development shifted in response to a single occurrence of some major life events (e.g., divorce), and recurrent, ``minor{''} life experiences (e.g., one's partner doing something special).Conclusion: Both stark role changes and frequently reinforced minor experiences can lead to personality change.;;10.1111/jopy.12837;;;;;
rayyan-146535419;Improving Reactions to Forced-Choice Personality Measures in Simulated Job Application Contexts Through the Satisfaction of Psychological Needs;2024;2;;JOURNAL OF BUSINESS AND PSYCHOLOGY;;39;1;gen-18;Borman, Tristan C. and Dunlop, Patrick D. and Gagne, Marylene and Neale, Matthew;;English;;;There is a wealth of evidence justifying the use of personality assessments for selection. Nonetheless, some reluctance to use these assessments stems from their perceived vulnerability to response distortion (i.e., faking) and the somewhat negative applicant reactions they elicit, when compared to other assessments. Adopting a forced-choice personality assessment format appears to alleviate the former problem but exacerbates the latter. In this study, we introduce basic psychological needs as a theoretical foundation to develop interventions to improve reactions to forced-choice personality assessments. We propose that the forced-choice format impedes respondents' desire to respond to items in a preferred way, interfering with autonomy need satisfaction, and constrains respondents' opportunity to show their capabilities, interfering with competence need satisfaction. In this pre-registered between-subjects experiment (N = 1565), we investigated two modifications to a ranked forced-choice personality questionnaire and compared these to traditional forced-choice and single-stimulus (Likert) formatted questionnaires. One modification, where participants could write a free-text response following the assessment, did not show significant effects on reactions. The second modification allowed participants to view all items they had ranked last (first) and then identify any the participant believed in fact described them well (poorly). That modification positively affected perceived autonomy- and competence-support, and fairness perceptions, bridging approximately half of the gap between reactions to forced-choice and single-stimulus assessment formats. This study suggests that a modification to forced-choice personality questionnaires may improve applicant reactions and that basic psychological needs theory may be a fruitful lens through which to further understand reactions to assessments.;;10.1007/s10869-023-09876-w;;;;;
rayyan-146535420;The skills that help employees adapt: Empirical validation of a four-category framework;2023;2;;PLOS ONE;;18;2;;Ybarra, Oscar;;English;;;Globalization, technological advances, economic and geopolitical shocks, pandemics, and any number of novel or unanticipated events have one thing in common: they represent change and require dynamic responses and adaptation from organizations, teams, and individuals. A critical resource for individuals to be adaptive are broad skills relevant to varied organizational conditions. These adaptive skills have been discussed in diverse venues but rarely in the organizational literature. Also, most, if not all, of extant conceptual frameworks related to adaptive skills remain unvalidated. The purpose of this research was to organize these skills, define and situate them in the relevant organizational and psychological literatures, and empirically test a proposed four-category framework. The experimental results supported the C+MAC framework, as skills were better categorized in terms of their theoretically related category. Additionally, the four-category framework proved a better fit to the skills compared to an influential, alternative model. The findings' implications are discussed, noting how an empirically validated framework can facilitate understanding of how individuals engage with organizational environments and organizations get their work done.;;10.1371/journal.pone.0282074;;;;;
rayyan-146535421;The Social Shapes Test as a Self-Administered, Online Measure of Social Intelligence: Two Studies with Typically Developing Adults and Adults with Autism Spectrum Disorder;2024;5;;JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS;;54;5;1804-1819;Brown, Matt I. I. and Heck, Patrick R. R. and Chabris, Christopher F. F.;;English;;;The Social Shapes Test (SST) is a measure of social intelligence which does not use human faces or rely on extensive verbal ability. The SST has shown promising validity among adults without autism spectrum disorder (ASD), but it is uncertain whether it is suitable for adults with ASD. We find measurement invariance between adults with (n = 229) or without ASD (n = 1,049) on the 23-item SST. We also find that adults without ASD score higher on the SST than adults with ASD (d = 0.21). We also provide two, 14-item versions which demonstrated good parallel test-retest reliability and are positively related to scores on the Frith-Happe task. The SST is suitable for remote, online research studies.;;10.1007/s10803-023-05901-2;;;;;
rayyan-146535422;Adapt, Explore, or Keep Going? The Role of Adaptability, Curiosity, and Perseverance in a Network of Study-Related Factors and Scholastic Success;2023;2;;JOURNAL OF INTELLIGENCE;;11;2;;Feraco, Tommaso and Sella, Enrico and Meneghetti, Chiara and Cona, Giorgia;;English;;;Soft skills are the key characteristics for students' success and wellbeing in the 21st century, but they were only rarely studied contemporarily or integrated into comprehensive models of self-regulated learning. This makes it difficult to understand the role that specific skills have above and beyond the others and how they work together to favor students' achievement and life satisfaction. For this reason, in a sample of 585 students (10-18 years old), we applied an exploratory network analysis and studied three crucial soft skills (i.e., adaptability, curiosity, and perseverance) and their contemporary network of inter-relationships with a host of functional study-related factors, including self-regulated learning strategies, motivation, emotions, cognitive abilities, academic achievement, and life and school satisfaction. Results show that the three soft skills play a positive role within the school context through their association with the majority of the study-related factors that mediate their relationships with academic achievement. Importantly, the results differentiated adaptability (which mainly relates with wellbeing and emotional variables), perseverance (which relates with the cognitive and behavioral aspect of learning), and curiosity (which bridges the connection between the other skills and relates with emotional and behavioral variables) in the school context. Overall, these findings contribute to the deepening of the theoretical framework on soft skills and their role as part of a successful learning profile, and inform us about the possible effectiveness of intervention on soft skills for students' achievement and wellbeing.;;10.3390/jintelligence11020034;;;;;
rayyan-146535423;The social, emotional, and behavioral skill antecedents to college students' volunteering during the COVID-19 pandemic;2023;6;;JOURNAL OF RESEARCH ON ADOLESCENCE;;33;2;618-631;Sewell, Madison N. N. and Napolitano, Christopher M. M. and Roberts, Brent W. W. and Soto, Christopher J. J. and Yoon, Hee J. J.;;English;;;The disruptions to community functioning caused by the COVID-19 pandemic spurred individuals to action. This empirical study investigated the social, emotional, and behavioral (SEB) skill antecedents to college students' volunteering during the COVID-19 pandemic (N = 248, Mage = 20.6). We assessed eight SEB skills at the onset of a volunteering program, and students' volunteer hours were assessed 10-weeks later. Approximately 41.5\% of the sample did not complete any volunteer hours. Higher levels of perspective taking skill, abstract thinking skill, and stress regulation were associated with more time spent volunteering. These results suggest that strength in particular SEB skills can prospectively predict prosocial civic behaviors.;;10.1111/jora.12830;;;;;
rayyan-146535425;BPD Compass: A Randomized Controlled Trial of a Short-Term, Personality-Based Treatment for Borderline Personality Disorder;2023;9;;PERSONALITY DISORDERS-THEORY RESEARCH AND TREATMENT;;14;5;534-544;Sauer-Zavala, Shannon and Southward, Matthew W. W. and Fruhbauerova, Martina and Semcho, Stephen A. A. and Stumpp, Nicole E. E. and Hood, Caitlyn O. O. and Smith, Michelle and Elhusseini, Sohayla and Cravens, Lauren;;English;;;Borderline personality disorder (BPD) is a heterogeneous condition that is particularly associated with three broad personality dimensions: neuroticism (i.e., high negative affectivity), agreeableness (i.e., low antagonism), and conscientiousness (i.e., low disinhibition). The purpose of the present study was to explore whether treatment with BPD Compass, a novel personality-based intervention for BPD, results in greater reductions in BPD symptoms, neuroticism, agreeableness, and conscientiousness compared to a waitlist control (WLC) condition. We also aimed to characterize within-treatment effects for participants assigned to the BPD Compass condition and evaluate patients' satisfaction with treatment. Participants (N = 51;;;;;;;
rayyan-146535426;Analysis of the psychometric properties of the Social and emotional Competencies Questionnaire SEC-Q in Chilean university students;2023;;;REVISTA LATINOAMERICANA DE PSICOLOGIA;;55;;ott-17;Figueroa-Varela, Marlen and Vera, Montserrat Rodriguez;;English;;;Introduction/objective: Socio-emotional competencies are skills that mediate be-tween emotional management and social adjustment. These skills are relevant for: learn-ing, professional performance, mental health, and well-being. The objective is to analyze the psychometric properties of the Social and emotional Competencies Questionnaire SEC-Q in Chilean university students. Method: The sample included 699 university students, 493 women and 206 men. The internal structure was analyzed through cross validation, an exploratory and confirmatory factorial analysis. Convergent and discriminant validity were determined using the Pearson correlation coefficient between the subscales of the SEC-Q with the Scale of Perceived Self-Efficacy Specific to Academic Situations, Life Satisfaction and Maslach Burnout Inventory. Results: adequate psychometric properties in the questionnaire, observing the four components proposed by the structure of the original instrument -self-awareness, self-man-agement, social awareness and decision-making. These competencies showed, as expected, a positive relationship with self-efficacy and life satisfaction, and an inverse relationship with stress. Also, social awareness presented differences according to gender, being higher in wom-en than in men. Conclusion: The SEC-Q is a reliable and valid instrument for the evaluation of Chilean university students.(c) 2023 Fundacion Universitaria Konrad Lorenz. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).;;10.14349/rlp.2023.v55.2;;;;;
rayyan-146535427;The Relative Influence of Subjective and Objective Socioeconomic Status on the Noncognitive Development of;2023;;;REVIEW OF HIGHER EDUCATION;;46;3;311-342;Wolniak, Gregory C. and Gregory, Matthew M. and Muskens, Marjolein;;English;;;The study examines the associations between socioeconomic status (SES) and noncognitive development in first year college students, distinguish-ing between objective (or absolute) and subjective (or relative) measures of SES. The analyses draw from longitudinal data capturing college students(N = 2,488) at the start of the first year of college and again towards the end of the same academic year, across 25 public four-year colleges and universities within a single state higher education system. Results highlight the importance of subjective status, over and above objective status, and suggest strategies that may inform college and university support.;;10.1353/rhe.2023.0001;;;;;
rayyan-146535428;Does leadership still not need emotional intelligence? Continuing ?The Great EI Debate?;2022;12;;LEADERSHIP QUARTERLY;;33;6;;Dasborough, Marie T. and Ashkanasy, Neal M. and Humphrey, Ronald H. and Harms, P. D. and Crede, Marcus and Wood, Dustin;;English;;;The study of emotional intelligence (EI) in the field of leadership, and in the organizational sciences in general, has often been characterized by controversy and criticism. But the study of EI has nonetheless persisted by developing new measures and models to address these concerns. In a prior letter exchange by Antonakis, Ashkanasy, and Dasborough (2009), two author teams debated the role of EI in the leadership literature, but also set an agenda for research and reconciliation for the future. The present exchange revisits these arguments using evidence accumulated over the past decade. Specifically, the authors debate not only the evidence for the predictive power of EI for workplace outcomes, but also the validity of EI as a construct, the measurement of EI, and the appropriateness of analytical tests for establishing the value of EI. Although the author teams agree on the value of the study of emotions and the need for rigorous research in this area, they nonetheless propose alternative agendas and priorities for the future. Further, they conclude that the issues identified in this exchange are not unique to the study of EI;;;;;;;
rayyan-146535429;A Big Five-Based Multimethod Social and Emotional Skills Assessment: The Mosaic™ by ACT® Social Emotional Learning Assessment;2022;12;;JOURNAL OF INTELLIGENCE;;10;4;;Walton, Kate E. E. and Burrus, Jeremy and Murano, Dana and Anguiano-Carrasco, Cristina and Way, Jason and Roberts, Richard D. D.;;English;;;A focus on implementing social and emotional (SE) learning into curricula continues to gain popularity in K-12 educational contexts at the policy and practitioner levels. As it continues to be elevated in educational discourse, it becomes increasingly clear that it is important to have reliable, validated measures of students' SE skills. Here we argue that framework and design are additional important considerations for the development and selection of SE skill assessments. We report the reliability and validity evidence for The Mosaic (TM) by ACT (R) Social Emotional Learning Assessment, an assessment designed to measure SE skills in middle and high school students that makes use of a research-based framework (the Big Five) and a multi-method approach (three item types including Likert, forced choice, and situational judgment tests). Here, we provide the results from data collected from more than 33,000 students who completed the assessment and for whom we have data on various outcome measures. We examined the validity evidence for the individual item types and the aggregate scores based on those three. Our findings support the contribution of multi-method assessment and an aggregate score. We discuss the ways the field can benefit from this or similarly designed assessments and discuss how the assessment results can be used by practitioners to promote programs aimed at stimulating students' personal growth.;;10.3390/jintelligence10040072;;;;;
rayyan-146535430;Deep Lexical Hypothesis: Identifying Personality Structure in Natural Language;2023;7;;JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY;;125;1;173-197;Cutler, Andrew and Condon, David M.;;English;;;Recent advances in natural language processing (NLP) have produced general models that can perform complex tasks such as summarizing long passages and translating across languages. Here, we introduce a method to extract adjective similarities from language models as done with survey-based ratings in traditional psycholexical studies but using millions of times more text in a natural setting. The correlational structure produced through this method is highly similar to that of self- and other-ratings of 435 English terms reported by Saucier and Goldberg (1996a). The first three unrotated factors produced using NLP are congruent with those in survey data, with coefficients of 0.89, 0.79, and 0.79. This structure is robust to many modeling decisions: adjective set, including those with 1,710 (Goldberg. 1982) and 18,000 English terms (Allport \& Odbert, 1936);;;;;;;
rayyan-146535431;Towards an Integrative Paradigm of Positive Youth Development: Implications for Research, Practice, and Policy;2023;1;;HUMAN DEVELOPMENT;;66;6;381-396;Buenconsejo, Jet U. and Datu, Jesus Alfonso D.;;English;;;Positive youth development (PYD) has gained considerable traction among researchers and practitioners in promoting adolescent well-being and mental health. Several models have also been proposed in conceptualizing and measuring PYD, almost all of which were developed in individualistic and Western contexts. The abundance of overlapping PYD indicators from different models poses a challenge in further expanding the applicability of PYD in diverse cultural settings. Based on a review of major PYD paradigms (i.e., Five/Six/7 Cs model, 15 PYD constructs, and the 40 developmental assets framework), we propose an integrative paradigm of PYD, which organizes the different indicators of adolescent thriving into three clusters: (a) intrapersonal-immediate, (b) interpersonal-proximal, and (c) ecological-distal indicators. Building on prior empirically supported models of PYD, this paradigm aims to provide a common and unifying taxonomy among developmental scientists in conceptualizing and measuring adolescent thriving without neglecting the specificity of adolescent development in various ecologies. Future directions for PYD researchers, practitioners, and policymakers to advance the field are discussed.;;10.1159/000527122;;;;;
rayyan-146535433;Artificial intelligence, 21st century competences, and socio-emotional learning in education: More than high-risk?;2022;12;;EUROPEAN JOURNAL OF EDUCATION;;57;4;601-619;Tuomi, Ilkka;;English;;;Over the last two decades, 21st century competences and socio-emotional skills have become a major focus in educational policy. In this article, skills for the 21st century, soft skills, as well as social and emotional skills, are contextualised in the context of technological change, machine learning, and the ethics of artificial intelligence. The use of data-driven AI technologies to model and measure these skills-in this article defined as non-epistemic competence components-can lead to major social challenges that have important implications for educational policies and practices. A moratorium on the use of data on these competence components in machine learning systems is proposed until the society-wide impact is better understood.;;10.1111/ejed.12531;;;;;
rayyan-146535434;Going Beyond Traits: Social, Emotional, and Behavioral Skills Matter for Adolescents' Success;2024;1;;SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE;;15;1;33-45;Soto, Christopher J. and Napolitano, Christopher and Sewell, Madison Nicole and Yoon, Hee Jun Roy and Roberts, Brent;;English;;;The present research addresses three key questions about social, emotional, and behavioral (SEB) skills. First, how do SEB skills relate with the Big Five traits and Collaborative for Academic, Social, and Emotional Learning (CASEL) core competencies? Second, how do SEB skills relate with consequential outcomes in adolescence? Third, do SEB skills provide incremental validity beyond personality traits? Results from a diverse sample of high school students (N = 897) indicate that SEB skills converge with the Big Five traits and CASEL competencies in expected and conceptually meaningful ways. Analyses of self-reported and school-reported outcomes extend SEB skills' nomological network by showing that they predict academic achievement and engagement, occupational interests, social relationships, civic engagement, and well-being. Finally, tests of incremental validity indicate that SEB skills provide unique information beyond personality traits and that this information matters for predicting outcomes during adolescence. These findings advance our understanding of the nature, correlates, and consequences of SEB skills.;;10.1177/19485506221127483;;;;;
rayyan-146535435;Predicting Actual Social Skill Expression from Personality and Skill Self-Concepts;2022;9;;JOURNAL OF INTELLIGENCE;;10;3;;Breil, Simon M. and Mielke, Ina and Ahrens, Helmut and Geldmacher, Thomas and Sensmeier, Janina and Marschall, Bernhard and Back, Mitja D.;;English;;;Social skills are of key importance in everyday and work life. However, the way in which they are typically assessed via self-report questionnaires has one potential downside;;;;;;;
rayyan-146535436;The Behavioral, Emotional, and Social Skills Inventory (BESSI): Psychometric Properties of a German-Language Adaptation, Temporal Stabilities of the Skills, and Associations with Personality and Intelligence;2022;9;;JOURNAL OF INTELLIGENCE;;10;3;;Lechner, Clemens M. and Knopf, Thomas and Napolitano, Christopher M. and Rammstedt, Beatrice and Roberts, Brent W. and Soto, Christopher J. and Spengler, Marion;;English;;;Social, emotional, and behavioral (SEB) skills comprise a broad set of abilities that are essential for building and maintaining relationships, regulating emotions, selecting and pursuing goals, or exploring novel stimuli. Toward an improved SEB skill assessment, Soto and colleagues recently introduced the Behavioral, Emotional, and Social Skills Inventory (BESSI). Measuring 32 facets from 5 domains with 192 items (assessment duration: similar to 15 min), BESSI constitutes the most extensive SEB inventory to date. However, so far, BESSI exists only in English. In three studies, we comprehensively validated a novel German-language adaptation, BESSI-G. Moreover, we expanded evidence on BESSI in three ways by (1) assessing the psychometric properties of the 32 individual skill facets, in addition to their domain-level structure;;;;;;;
rayyan-146535437;Examining interests and goals as predictors of gender differences in engineers' pursuit of managerial roles;2022;10;;JOURNAL OF ENGINEERING EDUCATION;;111;4;852-867;Cardador, M. Teresa and Hill, Patrick L. and Lopez-Alvarez, Grisel;;English;;;Background Given the gendering of engineering roles and competencies, the evidence that the skills required for engineering management are widely referred to as social, and the fact that men engineers are stereotyped as more technical, and women as more social, it might be theorized that (a) those that occupy managerial (vs. technical) roles in engineering are more socially oriented, and (b) that this will especially be the case for women. However, no research has empirically tested the relationship between having socially oriented characteristics and being in managerial roles within the engineering profession, nor have gender differences been examined. Purpose We test whether social interests and communal goal strivings are linked to engineers' positioning in managerial roles and explore gender as a moderator of these relationships. Additionally, because enterprising interests and agentic goal strivings have been linked to managerial roles in other occupations, we test these as additional predictors of engineers' positioning in managerial roles. Method In a field survey of 274 industry engineers from multiple organizations and subfields, we tested the relationships described using hierarchical linear regression analysis. Results Enterprising interests and agentic goals, but not social interests and communal goals, were associated with being in managerial roles, and there were no gender differences in these relationships. Conclusions Our findings challenge perceptions that managerial roles in engineering, and particularly women's positioning in these roles, are associated with socially oriented tendencies. Findings have implications for research on gender stereotyping and intraoccupational gender segregation in engineering and hold educational implications for curriculum, instruction, and advising.;;10.1002/jee.20479;;;;;
rayyan-146535438;An In-depth Review of Conscientiousness and Educational Issues;2022;12;;EDUCATIONAL PSYCHOLOGY REVIEW;;34;4;2745-2781;Spielmann, Julia and Yoon, Hee Jun Roy and Ayoub, Mona and Chen, Yueyang and Eckland, Nathaniel S. and Trautwein, Ulrich and Zheng, Anqing and Roberts, Brent W.;;English;;;Why does conscientiousness matter for education? How is conscientiousness conceptualized in the field of research on education? How do socio-emotional (SE) skills relate to conscientiousness? In an effort to help answer these questions, we review the current research on conscientiousness in education. Specifically, we examine (1) how conscientiousness is defined, (2) the assessment of conscientiousness, (3) the relation between conscientiousness and educational outcomes, (4) whether too much conscientiousness may be a bad thing, (5) the relation between conscientiousness and conceptually related educational constructs, (6) the changeability of conscientiousness and the importance of that fact to education, and (7) the challenges of assessing conscientiousness across cultures.;;10.1007/s10648-022-09693-2;;;;;
rayyan-146535439;Beyond Defending or Abolishing Criterion A: Comment on Morey et al. (2022);2022;7;;PERSONALITY DISORDERS-THEORY RESEARCH AND TREATMENT;;13;4;321-324;Zimmermann, Johannes;;English;;;In their target article, Morey et al. (2022) provided a comprehensive overview of research on Criterion A of the alternative DSM-5 model for personality disorders over the past 10 years. Although this overview is undoubtedly informative and helpful, it offers little guidance on both certain weaknesses of Criterion A and research gaps and needs. A structural reason for this could be that the scientific field is divided into 2 camps with respect to Criterion A: Some authors focus mainly on confirmatory results and want to defend Criterion A in its current form, whereas others take the same results as an opportunity to call for its abolition. In this situation, there is little room for a nuanced and constructive discussion of the empirical and conceptual strengths and weaknesses of Criterion A. In this commentary, I use 2 examples to illustrate what research aimed at revising Criterion A might look like. From an empirical point of view, studies that take into account the peculiarities of the latent structure of the Level of Personality Functioning Scale are important because they can reveal local misspecification and challenges for the assessment of single cases. From a conceptual point of view, a more consistent definition of Criterion A in terms of impairments in ``capacities{''} could allow for a more coherent distinction from maladaptive ``traits.{''} This commentary hopes to strengthen a discourse that moves beyond the alternatives of defense or abolition toward the concrete improvement of Criterion A.;;10.1037/per0000561;;;;;
rayyan-146535440;The Roles of Social-Emotional Skills in Students' Academic and Life Success: A Multi-Informant and Multicohort Perspective;2023;5;;JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY;;124;5;1079-1110;Guo, Jiesi and Tang, Xin and Marsh, Herbert W. and Parker, Philip and Basarkod, Geetanjali and Sahdra, Baljinder and Ranta, Mette and Salmela-Aro, Katariina;;English;;;Social-emotional skills have been shown to be beneficial for many important life outcomes for students. However, previous studies on the topic have suffered from many issues (e.g., consideration of only a small subset of skills, single-informant, and single-cohort design). To address these limitations, this study used a multi-informant (self, teacher, and parent) and multicohort (ages 10-15 from Finland, N = 5,533) perspective to study the association between 15 social-emotional skills and 20 educational (e.g., school grades), social (e.g., relationships with teachers), psychological health (e.g., life satisfaction), and physical health outcomes (e.g., sleep trouble). Results showed that (a) there was a modest level of interrater agreement on social-emotional skills, with the highest agreement between students and parents (mean r = .41);;;;;;;
rayyan-146535441;Interpersonal behavior in assessment center role-play exercises: Investigating structure, consistency, and effectiveness;2023;9;;PERSONNEL PSYCHOLOGY;;76;3;759-795;Breil, Simon M. and Lievens, Filip and Forthmann, Boris and Back, Mitja D.;;English;;;Although the behaviors displayed by assessees are the currency of assessment centers (ACs), they have remained largely unexplored. This is surprising because a better understanding of assessees' behaviors may provide the missing link between research on the determinants of assessee performance and research on the validity of performance ratings. Therefore, this study draws on behavioral personality science to scrutinize the behaviors that assessees express in interpersonal AC exercises. Our goals were to investigate (a) the structure of interpersonal behaviors, (b) the consistency of these behaviors across AC exercises, and (c) their effectiveness. We obtained videotaped performances of 203 assessees who took part in AC role-plays in a high-stakes context. Apart from assessors' performance ratings, trained experts also independently coded assessees on over 40 specific behavioral cues in these role-plays (e.g., clear statements, upright posture, freezing). Results were threefold: First, the structure underlying behavioral differences in interpersonal AC exercises was represented by four broad behavioral constructs: agency, communion, interpersonal calmness, and intellectual competence. Second, assessees' behaviors showed more consistency across exercises than performance ratings did. Third, the behaviors were related to role-play performance and predicted future interpersonal performance. We discuss the theoretical and practical implications of this study's granular, behavior-driven perspective.;;10.1111/peps.12507;;;;;
rayyan-146535442;Assessing distinguishable social skills in medical admission: does construct-driven development solve validity issues of situational judgment tests?;2022;4;;BMC MEDICAL EDUCATION;;22;1;;Mielke, Ina and Breil, Simon M. and Amelung, Dorothee and Espe, Lia and Knorr, Mirjana;;English;;;Background Social skills are important for future physicians and are therefore increasingly considered in selection processes. One economic assessment method from which different social skills can be inferred are Situational Judgment Tests (SJTs) in which applicants are asked to rate behavioral responses in context-relevant situations. However, traditional SJTs have so far failed to distinctively measure specified constructs. To address this shortcoming in the medical admission context, we applied a construct-driven approach of SJT development in which test development was deductively guided by agency and communion as target constructs. Method The final version of the construct-driven SJT includes 15 items per construct with three behavioral responses. Medical school applicants (N = 1527) completed the construct-driven SJT, a traditional SJT, and an aptitude test under high-stakes condition as part of their application. A subsample (N = 575) participated in a subsequent voluntary online study with self-report measures of personality and past behavior. Results The proposed two-factor structure and internal consistency of the construct-driven SJT was confirmed. Communal SJT scores were positively associated with self-reported communal personality and communal behavior, yet effects were smaller than expected. Findings for agentic SJT scores were mixed with positive small associations to self-reported agentic personality scores and agentic behavior but unexpected negative relations to communal self-reported measures. Conclusions Results suggest that construct-driven SJTs might overcome validity limitations of traditional SJTs, although their implementation is challenging. Despite first indicators of validity, future research needs to address practical points of application in high-stakes settings, inclusion of other constructs, and especially prediction of actual behavior before the application of construct-driven SJTs for selection purposes in medical admission can be recommended.;;10.1186/s12909-022-03305-x;;;;;
